date,value
2021-07-30,1.3977142857
2021-07-31,1.4188571429
2021-08-01,1.4154285714
2021-08-02,1.4055714286
2021-08-03,1.3748571429
2021-08-04,1.3752857143
2021-08-05,1.3668571429
2021-08-06,1.3884285714
2021-08-07,1.4091428571
2021-08-08,1.449
2021-08-09,1.4764285714
2021-08-10,1.5127142857
2021-08-11,1.513
2021-08-12,1.5077142857
2021-08-13,1.5118571429
2021-08-14,1.556
2021-08-15,1.5622857143
2021-08-16,1.5627142857
2021-08-17,1.5388571429
2021-08-18,1.5484285714
2021-08-19,1.5764285714
2021-08-20,1.5891428571
2021-08-21,1.5691428571
2021-08-22,1.6331428571
2021-08-23,1.6184285714
2021-08-24,1.6655714286
2021-08-25,1.6518571429
2021-08-26,1.6252857143
2021-08-27,1.5774285714
2021-08-28,1.5587142857
2021-08-29,1.4547142857
2021-08-30,1.4335714286
2021-08-31,1.3954285714
2021-09-01,1.4045714286
2021-09-02,1.4065714286
2021-09-03,1.4264285714
2021-09-04,1.4457142857
2021-09-05,1.5171428571
2021-09-06,1.523
2021-09-07,1.5155714286
2021-09-08,1.4832857143
2021-09-09,1.4428571429
2021-09-10,1.4087142857
2021-09-11,1.357
2021-09-12,1.2998571429
2021-09-13,1.3161428571
2021-09-14,1.3202857143
2021-09-15,1.3205714286
2021-09-16,1.3405714286
2021-09-17,1.3587142857
2021-09-18,1.3757142857
2021-09-19,1.3684285714
2021-09-20,1.2858571429
2021-09-21,1.2557142857
2021-09-22,1.2765714286
2021-09-23,1.2568571429
2021-09-24,1.2181428571
2021-09-25,1.1732857143
2021-09-26,1.1584285714
2021-09-27,1.19
2021-09-28,1.1754285714
2021-09-29,1.1744285714
2021-09-30,1.182
2021-10-01,1.2531428571
2021-10-02,1.2822857143
2021-10-03,1.3075714286
2021-10-04,1.361
2021-10-05,1.4062857143
2021-10-06,1.4045714286
2021-10-07,1.3941428571
2021-10-08,1.3704285714
2021-10-09,1.404
2021-10-10,1.4168571429
2021-10-11,1.3887142857
2021-10-12,1.4461428571
